show_id|titre|description|langue|popularite|note|type|directeurs|acteurs|pays|date_ajout|annee_sortie|classement|duree|categories
s4780|Parks and Recreation|In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy.|en|88.84|8.0|TV Show||Amy Poehler, Rashida Jones, Aziz Ansari, Nick Offerman, Aubrey Plaza, Chris Pratt, Jim O'Heir, Retta, Adam Scott, Rob Lowe, Paul Schneider|United States| January 13, 2016|2015|TV-14|7 Seasons|TV Comedies
s4781|Parmanu: The Story of Pokhran|A dedicated government official puts his career in jeopardy by insisting that India become a nuclear power, a goal that powerful forces resist.|hi|5.488|7.1|Movie|Abhishek Sharma|John Abraham, Boman Irani, Diana Penty, Anuja Sathe, Yogendra Tikku, Aditya Hitkari, Vikas Kumar, Ajay Shankar, Darshan Pandya, Mark Benington|India|July 25, 2018|2018|TV-PG|124 min|Dramas, International Movies
s4783|Part-Time Idol|After taking a break from the business, a music producer returns with a new project in mind: launching a co-ed pop idol group.|ko|0.6|8.5|TV Show||Hee-jeong Kim, Seung-un Hwang, Soo-hyun Lee, Hyun-bin Kwon, Young-deuk Kwon, Kim Min-kyo||December 25, 2017|2017|TV-14|1 Season|International TV Shows, Korean TV Shows, TV Comedies
s4785|Pasión de Gavilanes|Three brothers seek to avenge the tragic death of a loved one, but become emotionally entangled with the daughters of those they hold responsible.|es|172.415|7.7|TV Show||Danna García, Mario Cimarro, Paola Rey, Jorge Cao, Juan Alfonso Baptista, Michel Brown, Gloria Gómez, Kristina Lilley, Natasha Klauss, Ana Lucía Domínguez, Zharick León, Lorena Meritano|Colombia, United States|May 4, 2017|2003|TV-14|1 Season|International TV Shows, Romantic TV Shows, Spanish-Language TV Shows
s4786|Paskal|Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events.|ms|66.555|7.8|Movie|Adrian Teh|Hairul Azreen, Ammar Alfian, Jasmine Suraya, Henley Hii, Hafizul Kamal, Theebaan Govindasamy, Gambit Saifullah, Taufiq Hanafi, Nam Ron, Amerul Affendi, Tiger Chen|Malaysia|March 15, 2019|2018|TV-14|115 min|Action & Adventure, Dramas, International Movies
s4787|Passenger 57|Air marshal John Cutter must stop notorious terrorist Charles Rane from killing hostages on board a flight that should have delivered Rane to jail.|en|14.636|5.8|Movie|Kevin Hooks|Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher, Bruce Greenwood, Elizabeth Hurley, Michael Horse, Marc Macaulay, Ernie Lively|United States|January 1, 2021|1992|R|84 min|Action & Adventure
s4790|Patiala House|A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer.|hi|2.922|5.8|Movie|Nikhil Advani|Rishi Kapoor, Dimple Kapadia, Akshay Kumar, Anushka Sharma, Tinnu Anand, Soni Razdan, Prem Chopra, Masood Akhtar, Jeneva Talwar, Suparna Marwah|India|October 22, 2017|2011|TV-PG|140 min|Dramas, International Movies, Sports Movies
s4791|Patient Seventeen|A surgeon claims to remove high tech microchips that aliens used to manipulate the human race. This documentary seeks to separate fact from fiction.|en|0.917|4.3|Movie|Jeremy Kenyon Lockyer Corbell||United States|January 29, 2018|2017|TV-14|68 min|Documentaries
s4792|Patria|Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country.|es|0.6|6.0|Movie|Matías Gueilburt|Paco Ignacio Taibo II|Mexico|January 18, 2019|2019|TV-MA|90 min|Documentaries, International Movies
s4793|PATRICK (2019)|When a schoolteacher inherits an adorable pug, she has to find a way to take care of it while dealing with her flatlining love life.|fr|0.6|8.0|Movie|Mandie Fletcher|Beattie Edmondson, Ed Skrein, Tom Bennett, Jennifer Saunders|United Kingdom|May 16, 2019|2019|TV-PG|94 min|Comedies
s4794|Patriot Act with Hasan Minhaj|Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.|en|6.926|7.5|TV Show||Hasan Minhaj|United States|May 17, 2020|2020|TV-MA|6 Seasons|Stand-Up Comedy & Talk Shows, TV Comedies
s4795|Patriot Games|CIA desk jockey Jack Ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a British royal family member.|en|12.741|6.7|Movie|Phillip Noyce|Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris|United States|January 1, 2020|1992|R|117 min|Action & Adventure
s4796|Patron Mutlu Son Istiyor|Sent to a remote village to write a screenplay, Sinan finds inspiration to spare in colorful locals, farcical misadventures and the craziness of love.|tr|1.867|5.6|Movie|Kıvanç Baruönü|Tolga Çevik, Ezgi Mola, Murat Başoğlu, Erkan Can, Ersin Korkut, Mustafa Uzunyılmaz, Nusret Çetinel, Ayşenur Yazıcı|Turkey|March 10, 2017|2014|TV-MA|105 min|Comedies, International Movies, Romantic Movies
s4797|Patton Oswalt: Annihilation|By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.|en|3.399|7.1|Movie|Bobcat Goldthwait|Patton Oswalt|United States|October 17, 2017|2017|TV-MA|66 min|Stand-Up Comedy
s4799|Patton Oswalt: Talking for Clapping|On stage in San Francisco, the comedian covers topics like old people getting drugs, his worst stand-up set, gay proms and a horrible birthday clown.|en|3.071|6.5|Movie||Patton Oswalt|United States|April 22, 2016|2016|TV-MA|66 min|Stand-Up Comedy
s4800|Paul Blart: Mall Cop|An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind's plot to rob an entire shopping mall.|en|14.867|5.4|Movie|Steve Carr|Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez, Shirley Knight, Stephen Rannazzisi, Peter Gerety, Bobby Cannavale, Adam Ferrara, Jamal Mixon, Adhir Kalyan, Gary Valentine|United States|November 1, 2020|2009|PG|91 min|Action & Adventure, Comedies
s4801|Paul Hollywood's Big Continental Road Trip|Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany.|en|1.145|8.0|TV Show||Paul Hollywood|United Kingdom|September 29, 2017|2017|TV-14|1 Season|British TV Shows, Docuseries, International TV Shows
s4802|Paulettante Veedu|A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family, particularly his daughter.|ml|0.6|0.0|Movie|Dileep Narayanan|Saikumar, Amal Unnithan, Manasa Radhakrishnan, K.P.A.C. Lalitha, Sudheer Karamana, Seema G. Nair|India|July 1, 2018|2016|TV-14|104 min|Dramas, International Movies
s4803|Pawn Stars|Father Richard Harrison, son Rick and grandson Corey appraise an array of strange objects brought into their Gold & Silver Pawn Shop in Las Vegas.|en|26.162|7.1|TV Show||"Corey Harrison, Richard Harrison, Rick Harrison, Austin ""Chumlee"" Russell"|United States|September 15, 2019|2010|TV-14|1 Season|Reality TV
s4804|Payday|After an expensive night out, two flatmates get tangled in an overnight misadventure to recover their rent money to pay their dead landlord's daughter.|en|0.857|0.0|Movie|Cheta Chukwu|Baaj Adebule, Ebiye Victor, Meg Otanwa, Bisola Aiyeola, Mawuli Gavor, Zack Orji, Segilola Ogidan|Nigeria|November 29, 2019|2018|TV-MA|110 min|Comedies, Independent Movies, International Movies
s4805|Paying Guests|Desperate for a place to live, twentysomething bachelors Parikshit, Jayesh, Parag and Bhavesh finally locate a house to rent, only to learn that the landlords will consider married applicants only.|hi|0.933|4.2|Movie|Paritosh Painter|Shreyas Talpade, Javed Jaffrey, Aashish Chaudhary, Vatsal Seth, Celina Jaitly, Johnny Lever, Delnaaz Paul, Riya Sen, Sayali Bhagat, Neha Dhupia|India|July 1, 2018|2009|TV-14|114 min|Comedies, International Movies
s4807|Peaky Blinders|A notorious gang in 1919 Birmingham, England, is led by the fierce Tommy Shelby, a crime boss set on moving up in the world no matter the cost.|en|275.627|8.6|TV Show||Cillian Murphy, Sam Neill, Helen McCrory, Paul Anderson, Iddo Goldberg, Annabelle Wallis, Sophie Rundle, Tom Hardy, Joe Cole, Ned Dennehy, Andy Nyman, Charlie Creed-Miles, Charlotte Riley, David Dawson, Jeffrey Postlethwaite, Matthew Postlethwaite, Ian Peck, Tony Pitts, Aidan Gillen, Adrien Brody, Charlie Murphy, Aimee-Ffion Edwards|United Kingdom|October 4, 2019|2019|TV-MA|5 Seasons|British TV Shows, Crime TV Shows, International TV Shows
s4808|Peasants Rebellion|In feudalistic Lebanon, farmers revolt against the nobility under the leadership of a revolutionary figure who champions the oppressed.|ar|1.4|9.0|TV Show||Ward El Kal, Aimée Sayah, Bassem Moughnie, Carlos Azar, Sara Abi Kanaan, Wesam Hanna|Lebanon|April 1, 2019|2018|TV-14|1 Season|International TV Shows, TV Dramas
s4809|Pedal the World|Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries.|de|1.412|5.9|Movie|Felix Starck|Felix Starck|Germany|June 1, 2018|2015|TV-MA|85 min|Documentaries, International Movies, Sports Movies
s4810|Pee Mak|Mak's friends just want to protect him, but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy.|th|5.876|7.2|Movie|Banjong Pisanthanakun|Mario Maurer, Davika Hoorne, Nattapong Chartpong, Pongsatorn Jongwilak, Wiwat Kongrasri, Kantapat Permpoonpatcharasuk, Sean Jindachot|Thailand|September 1, 2018|2013|TV-MA|112 min|Comedies, Horror Movies, International Movies
s4811|Pee-wee's Big Holiday|A chance encounter with a mysterious stranger (Joe Manganiello) points Pee-wee toward his destiny – and his first-ever holiday!|en|7.282|6.1|Movie|John Lee|Paul Reubens, Joe Manganiello, Jessica Pohly, Alia Shawkat, Stephanie Beatriz, Brad William Henke, Hal Landon Jr., Diane Salinger, Patrick Egan, Tara Buck, Richard Riehle|United States|March 18, 2016|2016|TV-PG|90 min|Children & Family Movies, Comedies, Cult Movies
s4812|Pee-wee's Playhouse|Pee-wee Herman brings his stage show to the masses with this innovative live-action kids series that invites viewers into his quirky, childlike world.|en|9.019|7.7|TV Show||Paul Reubens|United States| December 18, 2014|1990|TV-PG|5 Seasons|Classic & Cult TV, Kids' TV, TV Comedies
s4813|Pee-wee's Playhouse: Christmas Special|Amid an avalanche of stars, Pee-wee straps on his ice skates and glides into the holiday season with Christmas cards, carols ... and Charo.|en|2.975|7.4|Movie|Paul Reubens, Wayne Orr|Paul Reubens, Annette Funicello, Frankie Avalon, Grace Jones, k.d. lang, Dinah Shore, Little Richard, Cher, Eadie del Rubio, Magic Johnson, Elena del Rubio, Zsa Zsa Gabor, Milly del Rubio, Whoopi Goldberg, Oprah Winfrey, Joan Rivers|United States|December 18, 2014|1988|TV-PG|48 min|Movies
s4814|Peepli Live|Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.|hi|4.45|7.3|Movie|Anusha Rizvi, Mahmood Farooqui|Omkar Das Manikpuri, Raghuvir Yadav, Malaika Shenoy, Nawazuddin Siddiqui, Naseeruddin Shah, Sitaram Panchal, Shalini Vatsa, Farrukh Jaffar, Aamir Bashir, Vishal Om Prakash|India|January 10, 2021|2010|TV-MA|109 min|Comedies, Dramas, Independent Movies
s4815|Pegasus|After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents.|en|0.772|5.4|Movie|Han Han|Shen Teng, Yin Zheng, Johnny Huang, Zhang Benyu, Yin Fang, Tian Yu, Wei Xiang|China|May 31, 2019|2019|TV-MA|98 min|Comedies, Dramas, International Movies
s4816|Pek Yakında|An ex-movie extra plans to win his wife back by making a fantasy film, but neither he nor his crew has a knack for filmmaking.|tr|5.936|6.7|Movie|Cem Yılmaz|Cem Yılmaz, Tülin Özen, Ozan Güven, Özkan Uğur, Zafer Algöz, Cengiz Bozkurt, Cahit Gök, Bahtiyar Engin, Mazhar Alanson, Metin Coşkun, Tuğrul Tülek|Turkey|July 1, 2020|2014|TV-MA|134 min|Comedies, International Movies
s4817|Pekak|Desperate to escape her tyrannical father, a rebellious teen befriends a deaf drug pusher who's saving up his money for cochlear implants.|ms|0.955|6.0|Movie|Mohd Khairul Azri Bin Md Noor|Zahiril Adzim, Sharifah Amani, Amerul Affendi, Sharifah Sakinah, Iedil Putra, Zaidi Omar, Joe Flizzow, Chew Kin-Wah|Malaysia|August 25, 2017|2016|TV-MA|95 min|Dramas, International Movies
s4818|Penalty|At a Lucknow college, an aspiring football player’s dream of playing nationally is threatened when he faces discrimination for his Manipuri background.|hi|0.676|5.0|Movie|Shubham Singh|Lukram Smil, Manjot Singh, Shashank Arora, Kay Kay Menon, Aakash Dabhade, Srishti Jain, Bijou Thaangjam, Mohit Nain, Ashwin Kaushal|India|July 5, 2020|2019|TV-14|125 min|Dramas, Independent Movies, International Movies
s4819|Penalty Kick|Convinced Mexico will lose the World Cup qualifier without him, a soccer superfan faces an impossible choice when family obligations stand in his way.|es|7.426|5.9|Movie|Rodrigo Triana|Adrián Uribe, Julieth Restrepo, Carlos Manuel Vesga, José Sefami, Mary Paz Mata, Alicia Sandoval, Teresa Monroy, Eduardo Ibarrola|Colombia, Mexico|June 29, 2018|2018|TV-14|89 min|Comedies, Dramas, International Movies
s4820|Penelope|In this modern fairy tale, a young woman cursed with the nose of a pig lives her life in seclusion – until an unlikely beau stumbles onto the scene.|en|11.415|6.7|Movie|Mark Palansky|Christina Ricci, James McAvoy, Catherine O'Hara, Peter Dinklage, Simon Woods|United Kingdom, United States|April 1, 2019|2006|PG|89 min|Children & Family Movies, Comedies, Romantic Movies
s4822|Penny Dreadful|The classic tales of Dracula, Frankenstein, Dorian Gray and more are woven together in this horror series set on the dark streets of Victorian London.|en|29.349|7.8|TV Show||Josh Hartnett, Eva Green, Timothy Dalton, Reeve Carney, Rory Kinnear, Billie Piper, Danny Sapani, Harry Treadaway|Ireland, United Kingdom, United States|September 17, 2016|2016|TV-MA|3 Seasons|TV Dramas, TV Horror, TV Mysteries
s4823|People Just Do Nothing|Spinning old-school beats is just another day at the office for the naive DJs of a pirate radio station who juggle family life with their passion.|en|4.302|8.2|TV Show||Allan Mustafa, Hugo Chegwin, Asim Chaudhry, Lily Brazier, Olivia Jasmine Edwards, Dan Sylvester, Steve Stamp, Ruth Bratt, George Keywood, Maria Louis|United Kingdom|December 22, 2018|2018|TV-MA|5 Seasons|British TV Shows, TV Comedies
s4824|People You May Know|The lives of several friends are thrown into chaos when a woman becomes pregnant by her husband's gay best friend after a drunken one-night stand.|en|1.4|5.7|Movie|J.C. Falcón|Sean Maher, Andrea Grano, Mark Cirillo, Nacho San José, Curt Hansen, Trey McCurley, Jimmy Shaw, Carmen Maura|United States, Spain|February 28, 2017|2016|TV-MA|108 min|Dramas, LGBTQ Movies
s4825|Peppermint|After her family is murdered, a mild-mannered mom remakes herself into a badass vigilante in order to exact violent justice.|en|85.575|6.6|Movie|Pierre Morel|Jennifer Garner, John Ortiz, John Gallagher Jr., Juan Pablo Raba, Annie Ilonzeh, Jeff Hephner, Pell James, Method Man, Cailey Fleming, Tyson Ritter|Hong Kong, United States|December 1, 2020|2018|R|102 min|Action & Adventure
s4826|Perú: Tesoro escondido|It's a country steeped in cultural traditions that stretch back more than 1,000 years. But Peru is also a land of surprising natural riches.|es|11.353|7.7|Movie|Luis Ara||Uruguay|November 25, 2017|2017|TV-PG|76 min|Documentaries, International Movies
s4827|Perdida|A policewoman whose childhood friend disappeared in Patagonia years ago starts a new search to find answers, and soon finds her own life in danger.|es|19.21|6.1|Movie|Alejandro Montiel|Luisana Lopilato, Amaia Salamanca, Rafael Spregelburd, Nicolás Furtado, Oriana Sabatini, Pedro Casablanc, Arancha Martí, Carlos Alcántara, María Onetto, Sara Sálamo|Argentina, Spain|August 9, 2018|2018|TV-MA|104 min|Dramas, International Movies, Thrillers
s4828|Perfect Bid: The Contestant Who Knew Too Much|"A ""Price Is Right"" superfan brings a bit of scandal to the long-running show by figuring out the answers to the questions before they're asked."|en|3.45|6.6|Movie|C.J. Wallis|Theodore Slauson|Canada|April 30, 2019|2017|TV-MA|72 min|Documentaries
s4829|Perfect Stranger|Ro risks her life to discover the identity of a stranger lurking on the Internet who might hold the answers to her friend's murder.|en|19.076|5.7|Movie|James Foley|Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow, Gary Dourdan, Florencia Lozano, Nicki Aycox, Kathleen Chalfant, Gordon MacDonald, Daniella Van Graas|United States|January 1, 2019|2007|R|109 min|Thrillers
s4830|Perfume|When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her.|de|12.704|7.1|TV Show||Friederike Becht, August Diehl, Wotan Wilke Möhring, Natalia Belitski, Ken Duken, Trystan Pütter, Christian Friedel, Juergen Maurer, Marc Hosemann, Susanne Wuest|Germany|December 21, 2018|2018|TV-MA|1 Season|Crime TV Shows, International TV Shows, TV Dramas
s4831|Period. End of Sentence.|In rural India, where the stigma of menstruation persists, women make low-cost sanitary pads on a new machine and stride toward financial independence.|hi|4.451|8.0|Movie|Rayka Zehtabchi||United States|February 12, 2019|2018|TV-PG|26 min|Documentaries
s4832|Person of Interest|Ex-CIA agent John Reese and enigmatic billionaire Mr. Finch use software that can predict future events to prevent violent crimes before they occur.|en|73.5|8.0|TV Show||Jim Caviezel, Michael Emerson, Taraji P. Henson, Kevin Chapman, Sarah Shahi, Amy Acker|United States| September 22, 2016|2016|TV-14|5 Seasons|Crime TV Shows, TV Action & Adventure, TV Dramas
s4833|Persona|An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.|ja|4.305|0.0|TV Show|Lee Kyoungmi, Yim Pilsung, Jeon Go-woon, Kim Jong-kwan|Lee Ji-eun (IU), Bae Doona, Park Hae Soo, Kim Tae-hun, Shim Dal-gi, Lee Sung-wook, Jung Jun Won|South Korea|April 11, 2019|2019|TV-MA|1 Season|International TV Shows, Korean TV Shows, TV Dramas
s4834|Personal Shopper|A psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother, who owned her employer's home.|en|43.528|5.9|Movie|Olivier Assayas|Kristen Stewart, Lars Eidinger, Sigrid Bouaziz, Anders Danielsen Lie, Ty Olwin, Hammou Graïa, Nora von Waldstätten, Benjamin Biolay, Audrey Bonnet, Pascal Rambert|France, Germany, Czech Republic, Belgium|February 1, 2019|2016|R|105 min|Dramas, International Movies, Thrillers
s4835|Pete Davidson: Alive From New York|"Comedian and ""SNL"" star Pete Davidson drops a candid and intimate stand-up special shot live in New York City."|en|4.379|6.2|Movie|Jason Orley|Pete Davidson|United States|February 25, 2020|2020|TV-MA|50 min|Stand-Up Comedy
s4836|Peter and the Farm|His hilltop farm in Vermont may be bucolic, but making ends meet is a backbreaking challenge for grizzled, hard-drinking organic farmer Peter Dunning.|en|1.61|7.3|Movie|Tony Stone|Peter Dunning|United States|March 9, 2017|2016|TV-MA|92 min|Documentaries
s4837|Peter Rabbit|In this mix of live action and CGI, rascally Peter Rabbit faces a tough new foe in his ongoing battle for the veggies in Mr. McGregor's garden.|en|47.093|6.7|Movie|Will Gluck|James Corden, Domhnall Gleeson, Rose Byrne, Margot Robbie, Daisy Ridley, Elizabeth Debicki, Vauxhall Jermaine, Marianne Jean-Baptiste, Sia, Colin Moody|United States, Australia|August 18, 2018|2018|PG|95 min|Children & Family Movies, Comedies
s4838|Pets United|A street-smart dog and a pampered cat join forces to lead a pack of unlikely heroes when their city is seized by its evil mayor — and his robot army.|en|82.515|6.2|Movie|Reinhard Klooss|Patrick Roche, Natalie Dormer, Eddie Marsan, Felix Auer, Jeff Burrell, Harvey Friedman, Marty Sander, Ian Odle, Bryan Larkin|Germany, China, United Kingdom|September 11, 2020|2020|TV-Y7|93 min|Children & Family Movies, Comedies
s4839|Petta|An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past.|ta|4.313|7.0|Movie|Karthik Subbaraj|Rajnikanth, Vijay Sethupathi, M. Sasikumar, Nawazuddin Siddiqui, Trisha Krishnan, Simran|India|April 5, 2019|2019|TV-14|170 min|Action & Adventure, Comedies, Dramas
s4841|Pettersson and Findus 2|Christmas is just around the corner, but Pettersson and Findus are worried the snowy weather (and lack of a tree) may keep them from celebrating.|de|1.551|5.8|Movie|Ali Samadi Ahadi|Stefan Kurt, Marianne Sägebrecht, Max Herbrechter|Germany|November 1, 2017|2016|TV-G|82 min|Children & Family Movies, Comedies
s4842|Phamous|India's highlands descend into bullet-riddled mayhem as the longtime rivalries and ruthless revenge missions among four men come to a head.|hi|0.6|4.0|Movie|Karan Lalit Butani|Jimmy Shergill, Kay Kay Menon, Jackie Shroff, Shriya Saran, Pankaj Tripathi, Mahie Gill, Jameel Khan, Deep Raj Rana||December 31, 2019|2018|TV-MA|108 min|Dramas, International Movies, Thrillers
s4843|Phantom|India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai.|de|15.011|7.5|Movie|Kabir Khan|Saif Ali Khan, Katrina Kaif, Sabyasachi Chakraborty, Mohammed Zeeshan Ayyub, Sohaila Kapoor, Denzil Smith|India|October 1, 2018|2015|TV-14|129 min|Action & Adventure, International Movies
s4844|Phantom Boy|A boy whose illness allows him to float outside his body uses his newfound skill to help a cop take on a madman who's terrorizing New York City.|fr|4.025|7.0|Movie|Jean-Loup Felicioli, Alain Gagnol|Marcus D'Angelo, Vincent D'Onofrio, Fred Armisen, Jared Padalecki, Joey Camen, Brian T. Delaney, Melissa Disney, Bill Lobley, Amanda Céline Miller, Dana Snyder, Stephanie Sheh|France, Belgium|October 1, 2017|2015|PG|85 min|Action & Adventure, Dramas, International Movies
s4845|Philadelphia|Philadelphia attorney Andrew Beckett launches a wrongful termination suit against his law firm when they fire him because he's gay and HIV-positive.|en|12.17|7.7|Movie|Jonathan Demme|Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas, Ron Vawter, Robert Ridgely, Charles Napier, Lisa Summerour, Obba Babatundé|United States|July 1, 2019|1993|PG-13|126 min|Classic Movies, Dramas, LGBTQ Movies
s4846|Phir Bhi Dil Hai Hindustani|In this Bollywood entertainment, two journalists, Ajay and Ria, work for rival TV stations and compete heavily to mask their feelings for each other.|hi|4.299|6.7|Movie|Aziz Mirza|Shah Rukh Khan, Juhi Chawla, Paresh Rawal, Satish Shah, Dilip Tahil, Govind Namdeo, Smita Jaykar, Shakti Kapoor, Johnny Lever|India|April 1, 2018|2000|TV-14|159 min|Comedies, Dramas, International Movies
s4847|Phir Hera Pheri|Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster.|hi|5.848|6.4|Movie|Neeraj Vora|Akshay Kumar, Sunil Shetty, Paresh Rawal, Bipasha Basu, Rimi Sen, Johny Lever, Manoj Joshi, Rajpal Yadav, Sharat Saxena, Suresh Menon|India|October 12, 2020|2006|TV-14|150 min|Comedies, International Movies
s4848|Phir Se|The paths of a man and a woman, who have both been recently divorced from their spouses, intersect at an art exhibition in London.|ta|0.91|4.4|Movie|Ajay Bhuyan, Kunal Kohli|Kunal Kohli, Jennifer Winget, Sumona Chakravarti, Sushmita Mukherjee, Kanwaljit Singh, Dalip Tahil, Rajit Kapoor|India|January 15, 2018|2015|TV-14|118 min|International Movies, Romantic Movies
s4849|Phobia 2|From disfiguring punishments to festering souls, Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology.|th|3.977|6.0|Movie|Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks|Jirayu La-ongmanee, Charlie Trairat, Worrawech Danuwong, Marsha Wattanapanich, Nicole Theriault, Chumphorn Thepphithak, Gacha Plienwithi, Suteerush Channukool, Peeratchai Roompol, Nattapong Chartpong|Thailand|September 5, 2018|2009|TV-MA|125 min|Horror Movies, International Movies
s4850|Phone Swap|A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.|en|0.6|4.3|Movie|Kunle Afolayan|Wale Ojo, Nse Ikpe-Etim, Lydia Forson, Joke Silva, Chika Okpala, Ada Ameh, Hafeez Oyetoro, Chika Chukwu|Nigeria|September 1, 2019|2012|TV-14|112 min|Comedies, International Movies, Romantic Movies
s4852|Phullu|Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins.|hi|0.6|0.0|Movie|Abhishek Saxena|Sharib Hashmi, Nutan Surya, Jyotii Sethi, Inaamulhaq, Trisha Kale, Namya Saxena, Shivam Pradhan, Kimti Anand, Paras Raj Gandhi|India|December 31, 2019|2017|TV-14|96 min|Dramas, Independent Movies, International Movies
s4853|Pick of the Litter|Five Labrador puppies embark on a 20-month training to pass the milestones on their journey to becoming guide dogs for people with visual impairment.|en|2.578|7.2|Movie|Dana Nachman, Don Hardy Jr.||United States|August 2, 2020|2018|TV-PG|81 min|Children & Family Movies, Documentaries
s4855|Pieces of a Woman|A heartbreaking home birth leaves a woman grappling with the profound emotional fallout, isolated from her partner and family by a chasm of grief.|en|17.957|7.1|Movie|Kornél Mundruczó|Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Molly Parker, Sarah Snook, Iliza Shlesinger, Benny Safdie, Jimmie Fails|Canada, Hungary, United States|January 7, 2021|2020|R|128 min|Dramas
s4856|Piercing|A family man plots to kill a spellbinding sex worker but ends up in a psychosexual exercise to outwit his twisted target.|en|6.284|5.9|Movie|Nicolas Pesce|Christopher Abbott, Mia Wasikowska, Laia Costa, Marin Ireland, Maria Dizzia, Wendell Pierce, Olivia Bond, Dakota Lustick|United States|November 1, 2020|2018|R|81 min|Dramas, Independent Movies, Thrillers
s4857|Pierre Jackson|In the midst of ann arduous divorce battle, a real estate tycoon opts for a life of partying and sex until feelings for his childhood friend surface.|en|0.72|1.0|Movie|Christopher Nolen|Trae Ireland, Chrystee Pharris, Brian Hooks, Dawnisha Halfkenny, Ebony Byrd Wesley, Simeon Henderson, Marquita Goings, Lew Collins, Kendra Gilliams, Caneil Oliver|United States|June 29, 2019|2018|TV-MA|81 min|Romantic Movies
s4858|Pihu|A two-year-old must fend for herself when her mother suddenly passes away while her father is gone for a conference, leaving her prone to danger.|hi|2.574|6.9|Movie|Vinod Kapri|Pihu Myra Vishwakarma|India|June 15, 2019|2018|TV-14|90 min|Dramas, Independent Movies, International Movies
s4859|PILI Fantasy: War of Dragons|As turmoil looms in the Martial World, and the Eight Wonders of the Evil Dragon unleashes dark forces, who will emerge as the new warrior legend?|zh|0.835|6.0|TV Show||Wang Hsi-hua, Lai Wei, Zhang Yu-quan, Chen Yu-kuan, Gao Ming-xiao, Tian Zhi-jie, Li Xiang-yu, Guo Ya-zhen, Zhan Yi-chun, Ye Yu-jia||July 12, 2019|2019|TV-14|1 Season|International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy
s4860|Pimpal|As a lonely widower prepares to leave India to live with his children in America, he looks back on past memories and unfinished business.|en|0.6|8.0|Movie|Gajendra Ahire|Dilip Prabhavalkar, Priya Bapat, Kishore Kadam, Vrinda Gajendra, Alok Rajwade, Sakhi Gokhale|India|November 15, 2018|2017|TV-PG|92 min|Dramas, Independent Movies, International Movies
s4861|Pine Gap|At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other.|en|3.889|7.4|TV Show|Mat King|Parker Sawyers, Jacqueline McKenzie, Steve Toussaint, Tess Haubrich, Stephen Curry, Lewis Fitz-Gerald, Mark Leonard Winter|Australia|December 7, 2018|2018|TV-MA|1 Season|International TV Shows, TV Dramas
